"OriginalProjectPath","RelativePath","Length","CreationTimeUtc","LastWriteTimeUtc","LastAccessTimeUtc","Attributes","Sha256","ArchiveAction","ArchiveReason","ArchiveRelativePath","ModuleAction","ModuleReason","ModuleRelativePath"
"C++","Код C++\MemoryManagerC++\MemoryManagerC++\ReadMe.txt","2686","2021-03-15T17:17:07.4328268Z","2016-11-09T16:26:40.0000000Z","2026-07-14T07:12:52.7064245Z","533536","747e02c5412c8a5301134f497109d695ee92d3b5c1e04aa3b838e770bc7da517","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerC++\MemoryManagerC++\ReadMe.txt","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerC++\MemoryManagerC++\ReadMe.txt"
"C++","Код C++\MemoryManagerC++\MemoryManagerC++\stdafx.cpp","363","2021-03-15T17:17:07.4288384Z","2016-11-09T16:26:40.0000000Z","2026-07-14T07:12:52.7164279Z","533536","af1f520f494f1e857f3560274bb26a78272e9c16902a69b7b6ba5f9456459c1c","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerC++\MemoryManagerC++\stdafx.cpp","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerC++\MemoryManagerC++\stdafx.cpp"
"C++","Код C++\MemoryManagerC++\MemoryManagerC++\stdafx.h","363","2021-03-15T17:17:07.4268436Z","2016-11-09T16:26:40.0000000Z","2026-07-14T07:12:52.7254257Z","533536","a81406dd759e40f4ecbc93c232a276d82681ca151dede0d6fe5a9ae0c00c2ea5","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerC++\MemoryManagerC++\stdafx.h","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerC++\MemoryManagerC++\stdafx.h"
"C++","Код C++\MemoryManagerC++\MemoryManagerC++\targetver.h","342","2021-03-15T17:17:07.4238508Z","2016-11-09T16:26:40.0000000Z","2026-07-14T07:12:52.7354238Z","533536","53a2e8e17f1d4171ab23c2d920d05e269bdfe3a980298335fafb2b49c29ad228","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerC++\MemoryManagerC++\targetver.h","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerC++\MemoryManagerC++\targetver.h"
"C++","Код C++\MemoryManagerRC\.vs\MemoryManagerRC\v14\.suo","35840","2021-03-15T17:17:03.6465877Z","2016-12-19T23:49:28.0000000Z","2026-07-14T07:12:52.7444256Z","533536","acdc34535dbd5f8f8944b666e7c33a669592726034e0aa8cc23f9af62d333688","manifest-only","generated-file:.suo","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\Debug\MemoryManagerRC.exe","37376","2021-03-15T17:17:03.5867479Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.7474244Z","533536","a77307596ab87f4272d4cc1bcc3ad0ac407b6043b4803d45f329c54ea628c7e2","manifest-only","executable-deliverable-held-local","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\Debug\MemoryManagerRC.ilk","449964","2021-03-15T17:17:03.5897395Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.7544256Z","533536","f5d05bb129a41dadcbc47c53cb6caec7db278cc32af4c1584e80dc43d0fd7764","manifest-only","generated-file:.ilk","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\Debug\MemoryManagerRC.pdb","675840","2021-03-15T17:17:03.5887425Z","2016-12-19T23:31:44.0000000Z","2026-07-14T07:12:52.7574252Z","533536","218a5538b7881ee00aa9e922484b4f58fe80a7347c12ddda534b6d25936df60d","manifest-only","generated-file:.pdb","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC.sln","1327","2021-03-15T17:17:03.5807635Z","2016-12-19T21:30:36.0000000Z","2026-07-14T07:12:52.7624250Z","533536","b25da451d10bae9b7f7a0df347045e3af01f5399bfe03e8ec78c2967098204b6","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerRC\MemoryManagerRC.sln","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerRC\MemoryManagerRC.sln"
"C++","Код C++\MemoryManagerRC\MemoryManagerRC.VC.db","2469888","2021-03-15T17:17:03.5827566Z","2016-12-19T23:49:28.0000000Z","2026-07-14T07:12:52.7714242Z","533536","938ef35950c189d04c246a0c820470cb97d0e861ec5268a9e69cfbe985ca5b8b","manifest-only","sensitive-or-history-binary-held-local","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\code.txt","1961","2021-03-15T17:17:03.6585553Z","2016-12-19T23:33:36.0000000Z","2026-07-14T07:12:52.7834233Z","533536","0ead905f6cd94b818e1526223717243c46df840edf93784c17282351f6020b45","copied","tracked-original-file","projects\C++\Код C++\MemoryManagerRC\MemoryManagerRC\code.txt","included-exact","historical-source-or-project-file","legacy\C++\Код C++\MemoryManagerRC\MemoryManagerRC\code.txt"
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\main.obj","4065","2021-03-15T17:17:03.6695266Z","2016-12-19T23:31:14.0000000Z","2026-07-14T07:12:52.7944235Z","533536","778f89c8cfacdcbc184f40fac5cd06fdd0f91519885b14ed8da94091d18beb94","manifest-only","generated-file:.obj","","metadata-only","generated-ide-or-build-artifact",""
"C++","Код C++\MemoryManagerRC\MemoryManagerRC\Debug\main.obj.enc","4024","2021-03-15T17:17:03.6715202Z","2016-12-19T23:30:46.0000000Z","2026-07-14T07:12:52.7954243Z","533536","12b42a36231c7b65e767d5b3e0285d35049b97c17c12f3cfa94fc7125c6b78e0","manifest-only","generated-or-dependency:Debug","","metadata-only","generated-ide-or-build-artifact",""
